household_id,date,location_type,climate_zone,household_size,income_level,inflation_rate,electricity_tariff_rate,past_month_units,ac_hours,fan_hours,next_month_units
11,2017-08-01,Semi-urban,WetWarm,7,Middle,5.69,43.38,88.8,3.1,6.13,92.7
19,2019-08-01,Rural,DryHot,6,Low,5.03,45.1,53.6,0.68,2.31,45.9
16,2018-09-01,Rural,DryHot,8,Low,7.29,44.53,62.5,0.85,3.08,59.1
13,2024-04-01,Semi-urban,DryHot,4,Middle,8.43,53.61,119.3,6.11,10.72,119.0
10,2017-01-01,Semi-urban,WetWarm,6,Middle,5.52,42.88,105.9,4.7,9.66,91.6
12,2018-02-01,Semi-urban,WetWarm,4,Low,5.72,44.1,42.9,0.36,3.34,40.6
6,2024-05-01,Urban,Cool,5,Middle,9.22,53.0,55.5,0.95,4.13,46.9
1,2021-01-01,Urban,WetWarm,2,High,7.42,48.84,78.6,3.51,8.44,90.0
14,2021-01-01,Semi-urban,WetWarm,7,Middle,7.42,48.84,88.6,3.04,6.71,101.7
20,2017-06-01,Rural,DryHot,8,Low,5.6,43.5,52.2,0.02,2.99,53.4
5,2015-02-01,Urban,WetWarm,6,High,3.76,38.74,113.1,5.5,6.78,105.6
13,2020-03-01,Semi-urban,DryHot,4,Middle,6.58,46.09,110.6,5.64,9.22,121.4
11,2021-12-01,Semi-urban,WetWarm,7,Middle,7.61,49.29,101.7,4.17,6.01,97.3
16,2018-05-01,Rural,DryHot,8,Low,6.91,43.42,57.3,0.46,2.03,55.9
11,2023-03-01,Semi-urban,WetWarm,7,Middle,9.8,51.48,124.7,5.93,8.52,89.8
4,2018-10-01,Urban,Cool,7,High,5.61,43.66,57.2,0.56,4.41,72.5
7,2018-02-01,Urban,WetWarm,4,Middle,5.72,44.1,106.6,5.34,7.46,106.9
11,2017-09-01,Semi-urban,WetWarm,7,Middle,5.1,42.5,92.7,3.46,7.55,103.0
15,2020-10-01,Rural,DryHot,7,Low,7.62,47.43,51.3,0.21,2.04,53.7
10,2023-04-01,Semi-urban,WetWarm,6,Middle,9.92,52.84,96.6,3.83,9.27,119.8
14,2018-07-01,Semi-urban,WetWarm,7,Middle,4.34,44.49,107.7,4.68,6.45,109.1
7,2016-12-01,Urban,WetWarm,4,Middle,4.19,41.66,88.8,3.8,9.85,108.3
7,2022-03-01,Urban,WetWarm,4,Middle,6.81,49.83,83.2,3.46,6.46,81.2
19,2019-09-01,Rural,DryHot,6,Low,6.4,44.99,45.9,0.05,2.1,56.2
15,2018-06-01,Rural,DryHot,7,Low,4.67,44.51,48.3,0.1,1.52,50.4
13,2019-04-01,Semi-urban,DryHot,4,Middle,5.72,47.74,144.4,8.42,8.89,130.4
2,2017-05-01,Urban,WetWarm,4,High,3.98,41.54,108.3,5.52,9.01,98.4
10,2017-11-01,Semi-urban,WetWarm,6,Middle,5.01,42.21,97.2,3.92,9.43,102.8
11,2023-04-01,Semi-urban,WetWarm,7,Middle,9.92,52.84,89.8,3.06,7.62,89.2
6,2022-09-01,Urban,Cool,5,Middle,7.7,49.7,46.1,0.23,4.22,67.5
7,2023-03-01,Urban,WetWarm,4,Middle,9.8,51.48,103.8,5.02,7.95,91.2
14,2017-07-01,Semi-urban,WetWarm,7,Middle,6.06,41.63,113.7,5.19,6.25,108.6
11,2023-08-01,Semi-urban,WetWarm,7,Middle,8.07,51.87,101.5,4.02,8.78,112.3
13,2024-03-01,Semi-urban,DryHot,4,Middle,9.17,54.27,113.0,5.64,11.35,119.3
6,2023-06-01,Urban,Cool,5,Middle,8.09,52.46,45.0,0.07,5.69,52.1
18,2022-01-01,Rural,DryHot,6,Low,6.2,49.99,45.6,0.0,3.51,50.4
8,2021-10-01,Urban,WetWarm,2,High,7.89,49.62,105.9,5.7,9.73,75.3
8,2020-06-01,Urban,WetWarm,2,High,6.37,48.4,83.5,4.0,7.57,75.9
16,2021-07-01,Rural,DryHot,8,Low,6.41,49.22,61.1,0.67,2.72,62.9
12,2019-09-01,Semi-urban,WetWarm,4,Low,6.4,44.99,46.5,0.76,1.3,44.2
17,2016-08-01,Rural,DryHot,5,Low,3.6,42.39,46.0,0.38,2.3,43.9
10,2017-10-01,Semi-urban,WetWarm,6,Middle,5.48,43.4,119.0,5.87,7.79,97.2
2,2018-12-01,Urban,WetWarm,4,High,5.9,44.28,83.1,3.46,6.8,113.1
7,2015-11-01,Urban,WetWarm,4,Middle,3.63,39.56,54.9,1.38,3.87,108.7
16,2017-08-01,Rural,DryHot,8,Low,5.69,43.38,63.4,0.97,3.05,63.4
1,2017-03-01,Urban,WetWarm,2,High,3.88,42.42,95.6,5.03,8.55,90.6
15,2022-12-01,Rural,DryHot,7,Low,8.4,50.51,59.0,0.91,1.67,58.0
12,2019-12-01,Semi-urban,WetWarm,4,Low,6.71,46.48,44.1,0.43,2.04,43.2
9,2018-02-01,Semi-urban,WetWarm,5,Middle,5.72,44.1,105.2,4.93,9.14,88.1
9,2021-09-01,Semi-urban,WetWarm,5,Middle,8.17,49.5,112.7,5.52,8.42,118.6
13,2017-02-01,Semi-urban,DryHot,4,Middle,5.78,41.98,108.3,5.46,8.27,118.3
10,2019-07-01,Semi-urban,WetWarm,6,Middle,5.35,45.6,105.7,4.75,7.25,117.3
16,2024-06-01,Rural,DryHot,8,Low,8.44,53.93,64.8,0.98,1.79,62.1
1,2018-06-01,Urban,WetWarm,2,High,4.67,44.51,85.9,4.23,7.21,73.9
10,2018-10-01,Semi-urban,WetWarm,6,Middle,5.61,43.66,104.5,4.57,8.47,97.1
13,2023-06-01,Semi-urban,DryHot,4,Middle,8.09,52.46,148.1,8.56,10.63,108.8
11,2018-10-01,Semi-urban,WetWarm,7,Middle,5.61,43.66,113.8,5.06,9.97,105.0
10,2019-08-01,Semi-urban,WetWarm,6,Middle,5.03,45.1,117.3,5.66,7.44,118.5
6,2015-10-01,Urban,Cool,5,Middle,4.05,39.64,45.5,0.22,5.76,58.8
16,2016-09-01,Rural,DryHot,8,Low,5.3,42.99,60.4,0.71,1.84,60.8
17,2020-11-01,Rural,DryHot,5,Low,6.29,47.83,48.1,0.47,2.66,48.1
11,2016-11-01,Semi-urban,WetWarm,7,Middle,4.88,41.19,109.5,4.87,7.34,119.2
12,2024-02-01,Semi-urban,WetWarm,4,Low,8.92,53.22,41.5,0.18,2.71,50.4
5,2016-02-01,Urban,WetWarm,6,High,4.35,40.95,104.1,4.7,7.24,94.3
2,2024-09-01,Urban,WetWarm,4,High,8.7,53.58,89.5,3.81,8.46,100.0
5,2020-12-01,Urban,WetWarm,6,High,5.4,47.17,101.2,4.29,8.79,87.9
5,2018-05-01,Urban,WetWarm,6,High,6.91,43.42,120.0,5.95,7.82,98.1
18,2020-09-01,Rural,DryHot,6,Low,6.43,47.17,48.3,0.31,1.59,49.2
7,2015-01-01,Urban,WetWarm,4,Middle,5.85,40.12,106.1,5.39,7.86,106.0
15,2019-05-01,Rural,DryHot,7,Low,5.5,45.02,50.3,0.12,2.08,57.1
18,2021-10-01,Rural,DryHot,6,Low,7.89,49.62,51.0,0.48,1.87,50.7
1,2019-11-01,Urban,WetWarm,2,High,6.18,45.03,41.6,0.76,3.41,91.8
6,2017-08-01,Urban,Cool,5,Middle,5.69,43.38,48.3,0.28,6.69,43.8
14,2024-02-01,Semi-urban,WetWarm,7,Middle,8.92,53.22,97.4,3.63,7.38,92.6
5,2024-05-01,Urban,WetWarm,6,High,9.22,53.0,112.4,5.16,8.96,90.9
18,2019-02-01,Rural,DryHot,6,Low,8.61,46.29,47.6,0.27,1.94,50.3
8,2023-04-01,Urban,WetWarm,2,High,9.92,52.84,106.6,5.72,8.86,94.1
19,2021-01-01,Rural,DryHot,6,Low,7.42,48.84,51.2,0.42,2.56,56.1
8,2020-05-01,Urban,WetWarm,2,High,6.62,49.01,100.0,5.29,7.12,83.5
15,2022-06-01,Rural,DryHot,7,Low,6.78,50.22,55.6,0.47,3.66,59.4
20,2017-01-01,Rural,DryHot,8,Low,5.52,42.88,57.0,0.55,1.03,54.1
15,2020-01-01,Rural,DryHot,7,Low,7.09,48.14,56.6,0.66,3.15,58.5
11,2022-03-01,Semi-urban,WetWarm,7,Middle,6.81,49.83,121.4,5.7,8.0,117.0
15,2019-09-01,Rural,DryHot,7,Low,6.4,44.99,50.2,0.17,1.08,60.5
6,2023-11-01,Urban,Cool,5,Middle,7.94,51.31,48.4,0.33,6.73,66.9
9,2020-03-01,Semi-urban,WetWarm,5,Middle,6.58,46.09,91.9,3.79,9.84,107.8
7,2017-02-01,Urban,WetWarm,4,Middle,5.78,41.98,79.2,3.16,6.34,82.0
14,2023-04-01,Semi-urban,WetWarm,7,Middle,9.92,52.84,94.7,3.34,8.9,108.7
11,2022-07-01,Semi-urban,WetWarm,7,Middle,7.22,50.86,96.4,3.56,7.71,100.3
5,2017-10-01,Urban,WetWarm,6,High,5.48,43.4,105.7,4.68,8.46,112.1
1,2021-10-01,Urban,WetWarm,2,High,7.89,49.62,74.1,3.14,7.64,106.2
18,2022-05-01,Rural,DryHot,6,Low,7.33,50.32,49.2,0.27,3.99,50.9
8,2021-03-01,Urban,WetWarm,2,High,6.45,48.63,93.3,4.63,9.86,101.1
19,2019-02-01,Rural,DryHot,6,Low,8.61,46.29,51.8,0.51,1.8,51.9
19,2016-08-01,Rural,DryHot,6,Low,3.6,42.39,51.6,0.49,3.28,51.4
2,2017-07-01,Urban,WetWarm,4,High,6.06,41.63,102.0,4.94,9.19,112.4
7,2019-07-01,Urban,WetWarm,4,Middle,5.35,45.6,105.1,5.11,9.94,112.3
3,2022-06-01,Urban,Cool,3,Middle,6.78,50.22,57.4,1.72,4.93,51.6
1,2015-07-01,Urban,WetWarm,2,High,4.18,41.28,98.5,5.23,8.81,82.4
8,2023-08-01,Urban,WetWarm,2,High,8.07,51.87,104.3,5.66,7.51,100.1
13,2015-05-01,Semi-urban,DryHot,4,Middle,3.28,40.53,149.6,8.78,11.23,108.2
16,2021-04-01,Rural,DryHot,8,Low,7.83,47.9,62.7,0.78,3.47,62.6
8,2020-10-01,Urban,WetWarm,2,High,7.62,47.43,96.7,5.0,7.64,103.8
4,2024-01-01,Urban,Cool,7,High,8.24,53.11,55.8,0.28,6.79,63.7
2,2020-02-01,Urban,WetWarm,4,High,5.63,47.98,108.4,5.51,8.45,82.9
2,2018-09-01,Urban,WetWarm,4,High,7.29,44.53,114.5,5.98,6.97,96.8
4,2022-08-01,Urban,Cool,7,High,4.83,50.03,53.8,0.42,3.31,52.9
5,2015-11-01,Urban,WetWarm,6,High,3.63,39.56,50.6,0.47,4.0,108.1
11,2020-05-01,Semi-urban,WetWarm,7,Middle,6.62,49.01,95.5,3.53,8.59,100.3
10,2020-04-01,Semi-urban,WetWarm,6,Middle,6.4,47.05,98.3,4.14,7.89,103.4
13,2022-10-01,Semi-urban,DryHot,4,Middle,7.72,50.29,81.6,3.36,6.01,132.0
10,2017-08-01,Semi-urban,WetWarm,6,Middle,5.69,43.38,92.9,3.54,9.44,87.8
18,2015-05-01,Rural,DryHot,6,Low,3.28,40.53,49.1,0.43,2.27,44.7
15,2022-09-01,Rural,DryHot,7,Low,7.7,49.7,56.6,0.61,1.67,59.5
15,2020-05-01,Rural,DryHot,7,Low,6.62,49.01,56.1,0.61,1.72,53.6
15,2018-02-01,Rural,DryHot,7,Low,5.72,44.1,58.0,0.82,2.4,51.2
14,2015-07-01,Semi-urban,WetWarm,7,Middle,4.18,41.28,95.6,3.68,6.25,114.1
20,2022-11-01,Rural,DryHot,8,Low,7.48,50.07,52.6,0.08,2.01,59.7
3,2022-04-01,Urban,Cool,3,Middle,9.28,50.94,56.4,1.48,6.89,58.2
4,2021-11-01,Urban,Cool,7,High,5.9,48.14,64.1,1.05,5.69,70.4
13,2015-03-01,Semi-urban,DryHot,4,Middle,4.31,39.53,129.4,7.14,11.92,118.9
11,2019-04-01,Semi-urban,WetWarm,7,Middle,5.72,47.74,94.1,3.45,8.9,90.5
7,2024-05-01,Urban,WetWarm,4,Middle,9.22,53.0,85.5,3.5,8.92,85.7
15,2018-09-01,Rural,DryHot,7,Low,7.29,44.53,58.2,0.88,1.01,52.3
11,2017-05-01,Semi-urban,WetWarm,7,Middle,3.98,41.54,124.0,6.0,7.38,121.3
1,2022-03-01,Urban,WetWarm,2,High,6.81,49.83,88.8,4.3,9.87,96.5
20,2020-05-01,Rural,DryHot,8,Low,6.62,49.01,61.8,0.88,1.6,57.4
7,2019-10-01,Urban,WetWarm,4,Middle,6.79,46.41,82.6,3.3,9.42,42.9
19,2024-03-01,Rural,DryHot,6,Low,9.17,54.27,50.8,0.36,3.04,54.5
1,2019-07-01,Urban,WetWarm,2,High,5.35,45.6,95.5,4.93,8.62,105.0
15,2016-11-01,Rural,DryHot,7,Low,4.88,41.19,58.8,0.87,2.79,49.9
20,2018-03-01,Rural,DryHot,8,Low,5.37,43.57,59.7,0.62,3.96,54.0
15,2022-02-01,Rural,DryHot,7,Low,7.32,50.82,56.1,0.52,2.82,60.0
1,2024-06-01,Urban,WetWarm,2,High,8.44,53.93,78.7,3.42,9.1,103.3
19,2022-04-01,Rural,DryHot,6,Low,9.28,50.94,54.2,0.77,1.18,46.1
9,2017-04-01,Semi-urban,WetWarm,5,Middle,4.36,41.99,104.7,4.92,9.33,111.8
15,2017-07-01,Rural,DryHot,7,Low,6.06,41.63,52.8,0.26,3.26,56.4
12,2023-07-01,Semi-urban,WetWarm,4,Low,6.92,52.71,40.5,0.09,3.76,49.0
9,2019-02-01,Semi-urban,WetWarm,5,Middle,8.61,46.29,90.7,3.63,8.82,112.0
5,2024-02-01,Urban,WetWarm,6,High,8.92,53.22,88.5,3.18,9.8,98.1
17,2020-09-01,Rural,DryHot,5,Low,6.43,47.17,49.0,0.48,3.82,42.8
1,2016-06-01,Urban,WetWarm,2,High,5.06,40.53,83.8,4.14,7.0,78.8
16,2022-03-01,Rural,DryHot,8,Low,6.81,49.83,59.7,0.55,2.8,60.2
16,2019-10-01,Rural,DryHot,8,Low,6.79,46.41,53.5,0.16,2.71,62.1
3,2018-10-01,Urban,Cool,3,Middle,5.61,43.66,52.7,1.34,5.9,42.3
4,2020-09-01,Urban,Cool,7,High,6.43,47.17,70.6,1.67,5.49,72.2
11,2017-03-01,Semi-urban,WetWarm,7,Middle,3.88,42.42,91.8,3.22,8.92,97.2
6,2020-10-01,Urban,Cool,5,Middle,7.62,47.43,47.1,0.4,3.47,64.8
1,2017-08-01,Urban,WetWarm,2,High,5.69,43.38,80.5,3.79,7.32,99.7
7,2015-03-01,Urban,WetWarm,4,Middle,4.31,39.53,87.7,3.8,7.59,113.2
8,2024-04-01,Urban,WetWarm,2,High,8.43,53.61,97.3,5.05,6.75,90.0
14,2018-03-01,Semi-urban,WetWarm,7,Middle,5.37,43.57,90.1,3.2,7.42,113.6
2,2022-11-01,Urban,WetWarm,4,High,7.48,50.07,112.6,5.89,7.0,106.3
14,2020-02-01,Semi-urban,WetWarm,7,Middle,5.63,47.98,98.0,3.82,6.55,115.8
10,2022-01-01,Semi-urban,WetWarm,6,Middle,6.2,49.99,91.1,3.47,7.42,110.6
3,2022-03-01,Urban,Cool,3,Middle,6.81,49.83,58.7,1.91,3.21,56.4
5,2021-09-01,Urban,WetWarm,6,High,8.17,49.5,119.5,5.79,7.42,96.1
10,2015-07-01,Semi-urban,WetWarm,6,Middle,4.18,41.28,96.6,3.93,9.57,115.3
14,2023-05-01,Semi-urban,WetWarm,7,Middle,7.79,51.55,108.7,4.55,8.45,119.3
3,2023-06-01,Urban,Cool,3,Middle,8.09,52.46,61.2,1.93,5.73,47.2
2,2017-04-01,Urban,WetWarm,4,High,4.36,41.99,97.6,4.64,8.32,108.3
14,2024-03-01,Semi-urban,WetWarm,7,Middle,9.17,54.27,92.6,3.13,9.53,102.6
10,2017-04-01,Semi-urban,WetWarm,6,Middle,4.36,41.99,104.9,4.66,8.41,102.7
17,2017-01-01,Rural,DryHot,5,Low,5.52,42.88,46.5,0.29,3.95,49.4
9,2015-07-01,Semi-urban,WetWarm,5,Middle,4.18,41.28,109.5,5.35,9.39,80.6
9,2024-05-01,Semi-urban,WetWarm,5,Middle,9.22,53.0,99.5,4.44,7.1,86.2
2,2017-12-01,Urban,WetWarm,4,High,5.13,43.91,106.9,5.34,9.49,84.0
13,2020-02-01,Semi-urban,DryHot,4,Middle,5.63,47.98,122.1,6.47,9.97,110.6
13,2015-12-01,Semi-urban,DryHot,4,Middle,4.23,40.4,100.6,4.93,8.33,143.0
9,2018-07-01,Semi-urban,WetWarm,5,Middle,4.34,44.49,86.5,3.33,9.09,84.3
14,2024-07-01,Semi-urban,WetWarm,7,Middle,9.49,52.0,124.8,5.91,7.22,106.8
19,2019-06-01,Rural,DryHot,6,Low,4.79,45.98,51.8,0.63,1.07,55.8
14,2024-10-01,Semi-urban,WetWarm,7,Middle,7.89,54.04,114.2,5.13,7.43,122.9
18,2021-11-01,Rural,DryHot,6,Low,5.9,48.14,50.7,0.54,1.74,56.6
19,2023-03-01,Rural,DryHot,6,Low,9.8,51.48,56.7,0.95,2.17,52.2
17,2021-04-01,Rural,DryHot,5,Low,7.83,47.9,46.3,0.29,2.77,44.1
15,2024-06-01,Rural,DryHot,7,Low,8.44,53.93,61.5,0.98,1.93,56.9
19,2022-08-01,Rural,DryHot,6,Low,4.83,50.03,46.9,0.12,3.75,54.4
20,2015-03-01,Rural,DryHot,8,Low,4.31,39.53,60.6,0.81,1.57,58.9
12,2016-06-01,Semi-urban,WetWarm,4,Low,5.06,40.53,47.0,0.72,2.07,41.2
14,2020-01-01,Semi-urban,WetWarm,7,Middle,7.09,48.14,108.2,4.66,7.8,98.0
16,2015-02-01,Rural,DryHot,8,Low,3.76,38.74,53.3,0.14,1.75,64.4
18,2024-06-01,Rural,DryHot,6,Low,8.44,53.93,53.0,0.52,3.32,52.4
8,2023-03-01,Urban,WetWarm,2,High,9.8,51.48,73.4,3.1,7.28,106.6
18,2024-08-01,Rural,DryHot,6,Low,8.43,53.8,49.0,0.3,1.76,54.4
3,2023-11-01,Urban,Cool,3,Middle,7.94,51.31,47.1,0.81,6.39,48.8
17,2016-06-01,Rural,DryHot,5,Low,5.06,40.53,42.5,0.07,3.94,47.0
20,2023-01-01,Rural,DryHot,8,Low,7.75,52.12,64.1,0.94,3.67,63.6
15,2019-11-01,Rural,DryHot,7,Low,6.18,45.03,50.1,0.18,2.22,54.8
4,2017-02-01,Urban,Cool,7,High,5.78,41.98,72.4,1.75,6.56,57.0
12,2024-03-01,Semi-urban,WetWarm,4,Low,9.17,54.27,50.4,0.99,2.26,41.9
13,2018-02-01,Semi-urban,DryHot,4,Middle,5.72,44.1,131.4,7.37,8.73,126.5
3,2015-04-01,Urban,Cool,3,Middle,1.75,40.36,37.2,0.18,4.13,38.2
12,2017-08-01,Semi-urban,WetWarm,4,Low,5.69,43.38,45.8,0.58,3.94,49.5
8,2023-01-01,Urban,WetWarm,2,High,7.75,52.12,85.2,3.93,10.0,92.9
18,2016-08-01,Rural,DryHot,6,Low,3.6,42.39,53.5,0.6,3.32,53.8
3,2021-01-01,Urban,Cool,3,Middle,7.42,48.84,44.5,0.66,5.28,57.1
20,2020-04-01,Rural,DryHot,8,Low,6.4,47.05,63.1,0.93,2.39,61.8
12,2020-01-01,Semi-urban,WetWarm,4,Low,7.09,48.14,43.2,0.38,2.61,46.0
9,2015-09-01,Semi-urban,WetWarm,5,Middle,4.94,39.84,100.3,4.55,8.72,112.2
6,2020-01-01,Urban,Cool,5,Middle,7.09,48.14,65.2,1.75,6.61,62.6
8,2022-12-01,Urban,WetWarm,2,High,8.4,50.51,89.0,4.45,7.26,85.2
4,2015-11-01,Urban,Cool,7,High,3.63,39.56,58.2,0.72,4.25,72.1
5,2022-03-01,Urban,WetWarm,6,High,6.81,49.83,93.8,3.76,7.33,111.9
15,2023-05-01,Rural,DryHot,7,Low,7.79,51.55,49.9,0.07,2.14,59.1
7,2023-09-01,Urban,WetWarm,4,Middle,8.1,51.89,84.2,3.41,9.25,101.7
9,2016-11-01,Semi-urban,WetWarm,5,Middle,4.88,41.19,85.6,3.32,8.46,84.3
16,2015-01-01,Rural,DryHot,8,Low,5.85,40.12,63.2,0.98,1.65,53.3
12,2015-11-01,Semi-urban,WetWarm,4,Low,3.63,39.56,49.4,0.95,3.14,46.7
7,2022-10-01,Urban,WetWarm,4,Middle,7.72,50.29,112.5,5.73,9.82,89.3
7,2019-11-01,Urban,WetWarm,4,Middle,6.18,45.03,42.9,0.22,5.75,101.6
9,2022-09-01,Semi-urban,WetWarm,5,Middle,7.7,49.7,96.0,4.05,8.44,87.7
14,2022-01-01,Semi-urban,WetWarm,7,Middle,6.2,49.99,96.9,3.69,8.8,101.4
9,2019-06-01,Semi-urban,WetWarm,5,Middle,4.79,45.98,116.8,5.84,9.39,95.6
13,2023-10-01,Semi-urban,DryHot,4,Middle,8.9,52.53,92.7,4.07,7.9,111.2
16,2024-02-01,Rural,DryHot,8,Low,8.92,53.22,60.0,0.62,3.47,63.3
16,2021-02-01,Rural,DryHot,8,Low,7.0,48.02,58.4,0.45,3.27,61.7
2,2015-07-01,Urban,WetWarm,4,High,4.18,41.28,79.0,3.11,9.21,107.9
8,2018-12-01,Urban,WetWarm,2,High,5.9,44.28,85.1,4.03,9.81,83.2
16,2018-11-01,Rural,DryHot,8,Low,4.94,45.11,61.8,0.72,3.07,59.3
9,2018-12-01,Semi-urban,WetWarm,5,Middle,5.9,44.28,81.6,3.14,6.37,116.2
3,2024-08-01,Urban,Cool,3,Middle,8.43,53.8,39.4,0.11,6.05,40.3
9,2018-08-01,Semi-urban,WetWarm,5,Middle,6.5,44.19,84.3,3.28,7.51,114.8
6,2021-11-01,Urban,Cool,5,Middle,5.9,48.14,64.4,1.7,4.98,47.3
7,2023-12-01,Urban,WetWarm,4,Middle,7.95,51.32,91.1,4.0,6.96,87.3
12,2017-06-01,Semi-urban,WetWarm,4,Low,5.6,43.5,46.1,0.64,1.35,46.1
9,2017-01-01,Semi-urban,WetWarm,5,Middle,5.52,42.88,110.0,5.43,7.05,88.5
11,2017-10-01,Semi-urban,WetWarm,7,Middle,5.48,43.4,103.0,4.25,6.35,96.1
17,2023-02-01,Rural,DryHot,5,Low,7.16,53.38,45.6,0.3,1.9,43.2
2,2016-09-01,Urban,WetWarm,4,High,5.3,42.99,113.1,5.93,6.91,46.0
17,2022-09-01,Rural,DryHot,5,Low,7.7,49.7,45.7,0.23,3.66,50.6
17,2018-03-01,Rural,DryHot,5,Low,5.37,43.57,46.8,0.45,3.15,46.2
16,2020-02-01,Rural,DryHot,8,Low,5.63,47.98,63.8,0.9,3.33,55.0
18,2022-08-01,Rural,DryHot,6,Low,4.83,50.03,51.6,0.56,2.48,49.7
16,2022-11-01,Rural,DryHot,8,Low,7.48,50.07,61.3,0.81,1.1,60.4
20,2021-10-01,Rural,DryHot,8,Low,7.89,49.62,61.3,0.73,3.36,58.7
17,2021-11-01,Rural,DryHot,5,Low,5.9,48.14,45.8,0.3,3.99,48.9
6,2024-04-01,Urban,Cool,5,Middle,8.43,53.61,58.3,1.13,5.88,55.5
10,2021-06-01,Semi-urban,WetWarm,6,Middle,6.92,48.43,112.8,5.29,8.72,99.8
15,2020-06-01,Rural,DryHot,7,Low,6.37,48.4,53.6,0.34,3.22,50.4
8,2017-08-01,Urban,WetWarm,2,High,5.69,43.38,75.0,3.2,9.95,81.7
12,2015-03-01,Semi-urban,WetWarm,4,Low,4.31,39.53,44.2,0.51,1.4,45.1
1,2015-11-01,Urban,WetWarm,2,High,3.63,39.56,50.2,1.37,5.36,95.2
14,2024-01-01,Semi-urban,WetWarm,7,Middle,8.24,53.11,92.8,3.28,8.01,97.4
14,2016-05-01,Semi-urban,WetWarm,7,Middle,6.6,41.29,99.9,4.06,6.15,90.4
7,2017-11-01,Urban,WetWarm,4,Middle,5.01,42.21,104.8,5.33,6.7,87.6
6,2017-03-01,Urban,Cool,5,Middle,3.88,42.42,48.1,0.3,5.85,65.0
14,2015-04-01,Semi-urban,WetWarm,7,Middle,1.75,40.36,114.4,5.29,6.88,118.8
2,2015-10-01,Urban,WetWarm,4,High,4.05,39.64,110.4,5.7,8.4,47.8
8,2015-04-01,Urban,WetWarm,2,High,1.75,40.36,84.1,4.19,6.93,79.3
3,2021-12-01,Urban,Cool,3,Middle,7.61,49.29,47.0,0.72,6.13,51.5
16,2020-12-01,Rural,DryHot,8,Low,5.4,47.17,59.4,0.51,3.88,58.9
11,2024-02-01,Semi-urban,WetWarm,7,Middle,8.92,53.22,91.7,3.14,8.91,94.9
11,2022-01-01,Semi-urban,WetWarm,7,Middle,6.2,49.99,97.3,3.75,6.9,102.0
20,2018-11-01,Rural,DryHot,8,Low,4.94,45.11,57.2,0.49,2.76,60.0
1,2016-03-01,Urban,WetWarm,2,High,4.66,41.43,86.1,4.29,7.42,103.8
20,2017-05-01,Rural,DryHot,8,Low,3.98,41.54,62.1,0.78,3.56,52.2
2,2022-12-01,Urban,WetWarm,4,High,8.4,50.51,106.3,5.3,8.09,106.7
13,2017-04-01,Semi-urban,DryHot,4,Middle,4.36,41.99,120.4,6.5,9.79,114.6
15,2021-10-01,Rural,DryHot,7,Low,7.89,49.62,59.3,0.88,1.84,54.4
10,2023-07-01,Semi-urban,WetWarm,6,Middle,6.92,52.71,107.2,4.65,9.08,119.3
13,2019-03-01,Semi-urban,DryHot,4,Middle,6.58,46.65,111.2,5.37,13.67,144.4
12,2022-11-01,Semi-urban,WetWarm,4,Low,7.48,50.07,39.7,0.01,3.01,45.9
8,2017-01-01,Urban,WetWarm,2,High,5.52,42.88,85.7,4.2,9.3,80.9
5,2018-01-01,Urban,WetWarm,6,High,5.51,45.17,110.4,5.0,9.92,107.4
5,2024-10-01,Urban,WetWarm,6,High,7.89,54.04,118.0,5.51,9.82,121.3
2,2021-04-01,Urban,WetWarm,4,High,7.83,47.9,101.5,4.88,9.2,103.5
17,2022-02-01,Rural,DryHot,5,Low,7.32,50.82,47.2,0.44,1.62,49.3
3,2019-01-01,Urban,Cool,3,Middle,5.85,47.0,44.9,0.59,6.43,37.7
8,2024-03-01,Urban,WetWarm,2,High,9.17,54.27,94.8,4.87,7.24,97.3
14,2022-12-01,Semi-urban,WetWarm,7,Middle,8.4,50.51,126.1,5.95,8.61,109.5
17,2015-03-01,Rural,DryHot,5,Low,4.31,39.53,51.2,0.85,1.75,44.7
10,2018-05-01,Semi-urban,WetWarm,6,Middle,6.91,43.42,115.1,5.45,9.33,119.5
5,2020-10-01,Urban,WetWarm,6,High,7.62,47.43,110.8,5.04,7.96,116.1
2,2018-01-01,Urban,WetWarm,4,High,5.51,45.17,84.0,3.56,7.54,98.8
4,2019-12-01,Urban,Cool,7,High,6.71,46.48,61.2,0.84,5.81,58.4
8,2021-11-01,Urban,WetWarm,2,High,5.9,48.14,75.3,3.31,7.08,72.3
14,2022-08-01,Semi-urban,WetWarm,7,Middle,4.83,50.03,120.7,5.59,9.99,98.0
4,2024-10-01,Urban,Cool,7,High,7.89,54.04,52.8,0.23,5.15,72.4
13,2016-01-01,Semi-urban,DryHot,4,Middle,4.7,41.48,143.0,8.09,13.45,127.5
13,2019-01-01,Semi-urban,DryHot,4,Middle,5.85,47.0,111.6,5.66,10.41,119.3
5,2021-02-01,Urban,WetWarm,6,High,7.0,48.02,120.9,5.89,8.09,103.5
11,2015-03-01,Semi-urban,WetWarm,7,Middle,4.31,39.53,121.3,5.81,8.69,114.9
4,2017-07-01,Urban,Cool,7,High,6.06,41.63,70.5,1.68,4.16,70.5
5,2023-03-01,Urban,WetWarm,6,High,9.8,51.48,109.2,4.75,9.94,99.3
19,2020-02-01,Rural,DryHot,6,Low,5.63,47.98,46.3,0.02,3.98,55.8
