household_id,date,location_type,climate_zone,household_size,income_level,inflation_rate,electricity_tariff_rate,past_month_units,ac_hours,fan_hours,tv_hours,fridge_hours,next_month_units
5,2018-10-01,Urban,Cool,2,High,6.72,44.84,51.5,0.52,4.38,6.67,24,42.3
5,2018-11-01,Urban,Cool,2,High,5.8,45.06,56.9,0.94,6.56,5.83,24,50.2
5,2018-12-01,Urban,Cool,2,High,5.36,43.65,48.5,0.27,6.83,5.12,24,55.2
5,2019-01-01,Urban,Cool,2,High,6.12,45.96,55.5,1.0,5.72,3.3,24,50.6
5,2019-02-01,Urban,Cool,2,High,6.42,46.14,55.7,1.09,4.73,3.18,24,55.9
5,2019-03-01,Urban,Cool,2,High,6.41,46.13,53.8,0.89,3.84,3.2,24,45.8
5,2019-04-01,Urban,Cool,2,High,7.05,46.12,69.5,1.92,3.79,6.81,24,62.8
5,2019-05-01,Urban,Cool,2,High,7.69,45.72,63.0,1.42,6.92,5.28,24,67.0
5,2019-06-01,Urban,Cool,2,High,5.84,46.2,47.7,0.15,5.49,6.92,24,39.1
5,2019-07-01,Urban,Cool,2,High,7.72,46.43,67.2,1.59,6.63,6.77,24,63.5
5,2019-08-01,Urban,Cool,2,High,6.94,46.1,62.5,1.51,3.65,4.91,24,54.6
5,2019-09-01,Urban,Cool,2,High,5.92,46.35,51.0,0.49,5.56,5.67,24,53.3
5,2019-10-01,Urban,Cool,2,High,7.2,46.69,53.8,1.0,3.05,3.04,24,48.2
5,2019-11-01,Urban,Cool,2,High,7.35,44.7,66.4,1.85,3.91,5.54,24,61.8
5,2019-12-01,Urban,Cool,2,High,5.63,46.66,60.3,1.46,3.38,4.71,24,50.9
5,2020-01-01,Urban,Cool,2,High,7.89,47.74,55.3,0.96,5.65,3.47,24,54.0
5,2020-02-01,Urban,Cool,2,High,7.36,46.72,68.4,1.99,3.18,6.04,24,58.3
5,2020-03-01,Urban,Cool,2,High,8.39,48.06,57.1,0.78,6.02,6.67,24,45.2
5,2020-04-01,Urban,Cool,2,High,6.16,47.22,63.2,1.58,4.0,5.26,24,59.7
5,2020-05-01,Urban,Cool,2,High,6.22,47.32,59.7,1.31,3.96,3.77,24,52.6
5,2020-06-01,Urban,Cool,2,High,4.88,47.14,46.8,0.44,3.16,3.14,24,37.3
5,2020-07-01,Urban,Cool,2,High,6.96,47.71,66.9,1.73,4.13,6.8,24,66.7
5,2020-08-01,Urban,Cool,2,High,6.8,46.95,56.9,1.03,6.04,4.13,24,46.6
5,2020-09-01,Urban,Cool,2,High,6.05,48.13,68.7,1.79,6.79,6.57,24,62.9
5,2020-10-01,Urban,Cool,2,High,6.43,47.4,55.9,1.0,3.82,5.36,24,55.4
5,2020-11-01,Urban,Cool,2,High,5.45,47.25,51.9,0.66,6.42,3.83,24,38.8
5,2020-12-01,Urban,Cool,2,High,7.46,48.03,65.1,1.62,6.34,4.33,24,60.7
5,2021-01-01,Urban,Cool,2,High,6.61,48.78,63.4,1.54,5.62,3.61,24,50.4
5,2021-02-01,Urban,Cool,2,High,9.48,49.66,53.4,0.85,3.15,3.51,24,47.6
5,2021-03-01,Urban,Cool,2,High,6.86,49.69,43.9,0.0,4.67,5.09,24,36.1
5,2021-04-01,Urban,Cool,2,High,6.39,48.07,50.6,0.46,3.01,5.92,24,39.4
5,2021-05-01,Urban,Cool,2,High,6.67,49.78,52.0,0.45,5.65,5.97,24,41.2
5,2021-06-01,Urban,Cool,2,High,5.87,47.98,53.6,0.65,5.85,6.27,24,47.2
5,2021-07-01,Urban,Cool,2,High,7.39,49.82,56.7,0.74,6.61,6.23,24,50.6
5,2021-08-01,Urban,Cool,2,High,6.66,50.42,58.3,1.18,5.64,3.31,24,59.2
5,2021-09-01,Urban,Cool,2,High,7.91,49.61,62.4,1.42,3.67,6.12,24,57.1
5,2021-10-01,Urban,Cool,2,High,6.78,47.49,52.6,0.59,5.86,6.04,24,43.1
5,2021-11-01,Urban,Cool,2,High,8.11,49.74,57.7,1.03,5.04,4.48,24,54.2
5,2021-12-01,Urban,Cool,2,High,7.61,50.57,63.9,1.43,4.85,6.68,24,60.6
5,2022-01-01,Urban,Cool,2,High,7.52,50.29,63.3,1.46,6.45,4.1,24,56.2
5,2022-02-01,Urban,Cool,2,High,8.76,50.48,55.8,0.67,6.91,6.43,24,48.3
5,2022-03-01,Urban,Cool,2,High,8.26,49.67,64.2,1.45,5.25,6.79,24,53.5
5,2022-04-01,Urban,Cool,2,High,9.86,50.72,63.7,1.57,5.94,4.54,24,56.8
5,2022-05-01,Urban,Cool,2,High,7.17,51.39,65.6,1.68,3.05,5.81,24,50.2
5,2022-06-01,Urban,Cool,2,High,7.56,50.99,63.8,1.41,6.27,5.19,24,57.1
5,2022-07-01,Urban,Cool,2,High,8.75,52.7,47.6,0.1,5.02,5.87,24,45.6
5,2022-08-01,Urban,Cool,2,High,6.27,50.52,57.4,1.11,4.59,3.53,24,49.3
5,2022-09-01,Urban,Cool,2,High,8.55,49.36,48.2,0.31,4.24,4.16,24,47.5
5,2022-10-01,Urban,Cool,2,High,7.85,50.62,52.1,0.5,5.5,5.29,24,50.4
5,2022-11-01,Urban,Cool,2,High,6.79,48.81,65.5,1.81,3.05,5.7,24,49.4
5,2022-12-01,Urban,Cool,2,High,6.41,50.13,52.0,0.61,4.41,5.49,24,48.5
5,2023-01-01,Urban,Cool,2,High,7.46,53.14,61.7,1.47,4.62,3.27,24,52.8
5,2023-02-01,Urban,Cool,2,High,6.17,52.23,59.6,1.37,4.33,3.23,24,46.2
5,2023-03-01,Urban,Cool,2,High,7.61,52.13,69.2,1.89,5.57,5.69,24,60.9
5,2023-04-01,Urban,Cool,2,High,8.5,53.27,61.4,1.5,3.41,4.11,24,48.1
5,2023-05-01,Urban,Cool,2,High,7.62,51.81,55.3,0.86,6.92,3.27,24,51.5
5,2023-06-01,Urban,Cool,2,High,9.11,52.88,63.1,1.48,5.82,4.69,24,54.0
5,2023-07-01,Urban,Cool,2,High,9.33,52.09,53.2,0.8,4.06,3.82,24,43.6
5,2023-08-01,Urban,Cool,2,High,9.02,52.27,61.9,1.31,6.87,5.41,24,53.9
5,2023-09-01,Urban,Cool,2,High,8.18,51.15,46.5,0.15,6.81,4.19,24,51.8
5,2023-10-01,Urban,Cool,2,High,6.14,51.66,59.3,1.3,4.07,3.06,24,57.7
5,2023-11-01,Urban,Cool,2,High,7.44,51.02,52.3,0.5,5.7,5.83,24,43.9
5,2023-12-01,Urban,Cool,2,High,7.89,51.93,61.3,1.2,6.46,6.79,24,53.3
5,2024-01-01,Urban,Cool,2,High,7.78,53.77,51.3,0.31,6.78,5.95,24,50.3
5,2024-02-01,Urban,Cool,2,High,8.39,52.72,61.5,1.4,5.72,4.63,24,51.0
5,2024-03-01,Urban,Cool,2,High,9.79,54.93,59.5,1.17,4.01,4.8,24,56.7
5,2024-04-01,Urban,Cool,2,High,7.18,53.69,50.9,0.38,5.69,6.91,24,46.1
5,2024-05-01,Urban,Cool,2,High,9.95,53.54,44.2,0.02,4.73,3.37,24,40.0
5,2024-06-01,Urban,Cool,2,High,9.21,54.04,51.2,0.52,4.74,5.89,24,49.8
5,2024-07-01,Urban,Cool,2,High,8.71,52.92,59.8,1.18,5.45,5.55,24,52.4
5,2024-08-01,Urban,Cool,2,High,7.93,53.61,50.8,0.4,6.51,5.95,24,49.4
5,2024-09-01,Urban,Cool,2,High,7.8,53.0,49.2,0.5,3.86,4.08,24,43.6
5,2024-10-01,Urban,Cool,2,High,7.2,54.59,63.1,1.47,5.43,5.69,24,54.4
5,2024-11-01,Urban,Cool,2,High,9.87,52.76,70.8,1.9,6.35,6.22,24,64.7
5,2024-12-01,Urban,Cool,2,High,9.73,53.54,51.5,0.4,5.47,5.97,24,50.3
6,2015-01-01,Urban,Cool,2,Middle,3.03,39.02,54.8,1.04,3.27,3.11,24,52.1
6,2015-02-01,Urban,Cool,2,Middle,4.12,39.61,50.4,0.54,4.47,4.69,24,55.0
6,2015-03-01,Urban,Cool,2,Middle,3.87,40.3,61.8,1.57,4.82,3.89,24,53.2
6,2015-04-01,Urban,Cool,2,Middle,3.05,39.79,54.3,0.89,5.6,4.81,24,57.3
6,2015-05-01,Urban,Cool,2,Middle,3.7,38.66,61.4,1.65,4.17,3.33,24,54.8
6,2015-06-01,Urban,Cool,2,Middle,4.02,39.54,44.7,0.11,4.96,4.78,24,33.9
6,2015-07-01,Urban,Cool,2,Middle,3.48,41.37,61.3,1.53,4.64,3.97,24,53.9
6,2015-08-01,Urban,Cool,2,Middle,4.75,39.59,45.0,0.14,3.74,3.99,24,39.0
6,2015-09-01,Urban,Cool,2,Middle,3.87,39.89,61.8,1.63,5.74,2.33,24,52.4
6,2015-10-01,Urban,Cool,2,Middle,2.93,39.2,54.9,1.03,5.14,3.07,24,46.9
6,2015-11-01,Urban,Cool,2,Middle,2.86,40.41,63.9,1.66,6.16,2.92,24,58.2
6,2015-12-01,Urban,Cool,2,Middle,4.48,40.08,53.3,0.71,5.02,4.82,24,49.8
6,2016-01-01,Urban,Cool,2,Middle,3.31,40.98,45.4,0.21,4.57,3.66,24,43.0
6,2016-02-01,Urban,Cool,2,Middle,4.75,40.59,61.5,1.35,6.35,4.58,24,55.7
6,2016-03-01,Urban,Cool,2,Middle,4.86,42.48,53.5,0.88,5.44,2.48,24,51.5
6,2016-04-01,Urban,Cool,2,Middle,3.7,40.38,46.0,0.46,3.47,2.5,24,37.4
6,2016-05-01,Urban,Cool,2,Middle,5.21,41.85,60.6,1.44,5.93,3.54,24,53.1
6,2016-06-01,Urban,Cool,2,Middle,3.13,39.99,45.1,0.21,3.89,3.56,24,35.5
6,2016-07-01,Urban,Cool,2,Middle,4.74,42.0,47.3,0.49,3.23,3.17,24,45.8
6,2016-08-01,Urban,Cool,2,Middle,4.47,42.18,53.4,0.83,4.72,3.62,24,56.7
6,2016-09-01,Urban,Cool,2,Middle,4.4,42.27,59.2,1.4,3.69,3.5,24,53.4
6,2016-10-01,Urban,Cool,2,Middle,3.56,41.39,54.6,1.07,3.46,3.82,24,51.8
6,2016-11-01,Urban,Cool,2,Middle,3.75,42.61,50.4,0.67,3.57,4.08,24,48.1
6,2016-12-01,Urban,Cool,2,Middle,5.8,43.12,47.2,0.41,5.03,3.26,24,42.8
6,2017-01-01,Urban,Cool,2,Middle,5.97,42.77,61.4,1.59,3.28,3.42,24,59.2
6,2017-02-01,Urban,Cool,2,Middle,5.59,42.68,48.8,0.51,3.04,4.17,24,46.5
6,2017-03-01,Urban,Cool,2,Middle,5.75,43.1,65.1,1.67,6.29,4.53,24,64.3
6,2017-04-01,Urban,Cool,2,Middle,5.68,42.67,54.9,0.9,3.73,4.56,24,45.8
6,2017-05-01,Urban,Cool,2,Middle,4.74,42.56,53.6,0.93,3.3,3.16,24,46.7
6,2017-06-01,Urban,Cool,2,Middle,5.04,42.62,45.5,0.13,6.51,3.17,24,44.1
6,2017-07-01,Urban,Cool,2,Middle,3.82,44.2,65.3,1.94,3.27,3.94,24,61.5
6,2017-08-01,Urban,Cool,2,Middle,4.93,43.54,54.8,0.87,6.99,3.68,24,50.3
6,2017-09-01,Urban,Cool,2,Middle,5.95,42.66,47.2,0.44,4.4,3.12,24,40.6
6,2017-10-01,Urban,Cool,2,Middle,4.47,41.28,60.7,1.45,5.63,4.13,24,46.9
6,2017-11-01,Urban,Cool,2,Middle,5.82,41.92,48.0,0.44,5.65,3.45,24,47.6
6,2017-12-01,Urban,Cool,2,Middle,5.07,43.35,56.2,1.1,3.27,4.3,24,51.7
6,2018-01-01,Urban,Cool,2,Middle,4.39,43.01,63.5,1.56,6.01,4.41,24,59.9
6,2018-02-01,Urban,Cool,2,Middle,4.61,44.71,57.6,1.24,5.97,2.51,24,50.0
6,2018-03-01,Urban,Cool,2,Middle,6.24,43.75,66.9,1.78,6.0,4.72,24,67.8
6,2018-04-01,Urban,Cool,2,Middle,5.94,44.56,64.8,1.78,5.32,3.9,24,63.0
6,2018-05-01,Urban,Cool,2,Middle,5.58,44.54,54.3,0.95,5.87,2.81,24,46.2
6,2018-06-01,Urban,Cool,2,Middle,5.28,44.58,49.3,0.43,4.7,4.72,24,41.8
6,2018-07-01,Urban,Cool,2,Middle,5.67,44.22,47.1,0.38,3.31,4.09,24,43.5
6,2018-08-01,Urban,Cool,2,Middle,6.2,44.2,62.2,1.59,4.09,4.08,24,59.1
6,2018-09-01,Urban,Cool,2,Middle,6.68,44.0,65.6,1.88,5.55,2.97,24,62.0
6,2018-10-01,Urban,Cool,2,Middle,6.72,44.84,48.6,0.44,5.38,2.79,24,41.3
6,2018-11-01,Urban,Cool,2,Middle,5.8,45.06,63.9,1.63,6.11,4.28,24,59.9
6,2018-12-01,Urban,Cool,2,Middle,5.36,43.65,50.5,0.74,4.73,2.09,24,43.9
6,2019-01-01,Urban,Cool,2,Middle,6.12,45.96,44.6,0.07,6.52,2.73,24,43.5
6,2019-02-01,Urban,Cool,2,Middle,6.42,46.14,52.9,0.65,6.59,4.66,24,49.1
6,2019-03-01,Urban,Cool,2,Middle,6.41,46.13,67.9,1.8,6.98,4.48,24,64.8
6,2019-04-01,Urban,Cool,2,Middle,7.05,46.12,45.0,0.13,3.38,5.0,24,33.7
6,2019-05-01,Urban,Cool,2,Middle,7.69,45.72,64.1,1.5,6.23,4.57,24,54.7
6,2019-06-01,Urban,Cool,2,Middle,5.84,46.2,44.4,0.04,4.44,4.35,24,39.5
6,2019-07-01,Urban,Cool,2,Middle,7.72,46.43,50.0,0.63,5.62,2.7,24,49.2
6,2019-08-01,Urban,Cool,2,Middle,6.94,46.1,61.9,1.52,3.16,4.51,24,58.8
6,2019-09-01,Urban,Cool,2,Middle,5.92,46.35,58.4,1.13,5.5,4.59,24,54.0
6,2019-10-01,Urban,Cool,2,Middle,7.2,46.69,62.1,1.51,4.77,4.12,24,55.7
6,2019-11-01,Urban,Cool,2,Middle,7.35,44.7,50.9,0.46,5.39,4.78,24,48.3
6,2019-12-01,Urban,Cool,2,Middle,5.63,46.66,51.2,0.42,6.98,4.94,24,40.6
6,2020-01-01,Urban,Cool,2,Middle,7.89,47.74,63.2,1.61,5.86,3.78,24,65.8
6,2020-02-01,Urban,Cool,2,Middle,7.36,46.72,60.2,1.36,4.49,4.83,24,51.8
6,2020-03-01,Urban,Cool,2,Middle,8.39,48.06,57.0,1.0,5.76,4.09,24,49.5
6,2020-04-01,Urban,Cool,2,Middle,6.16,47.22,58.7,1.27,5.4,2.54,24,51.6
6,2020-05-01,Urban,Cool,2,Middle,6.22,47.32,55.2,0.91,5.67,4.51,24,57.3
6,2020-06-01,Urban,Cool,2,Middle,4.88,47.14,65.7,1.68,6.21,4.88,24,63.7
6,2020-07-01,Urban,Cool,2,Middle,6.96,47.71,54.4,0.98,4.61,2.46,24,50.6
6,2020-08-01,Urban,Cool,2,Middle,6.8,46.95,56.8,1.17,5.37,3.06,24,51.3
6,2020-09-01,Urban,Cool,2,Middle,6.05,48.13,43.2,0.06,4.69,2.25,24,35.3
6,2020-10-01,Urban,Cool,2,Middle,6.43,47.4,65.0,1.73,6.54,2.59,24,62.6
6,2020-11-01,Urban,Cool,2,Middle,5.45,47.25,51.6,0.57,6.21,4.99,24,49.7
6,2020-12-01,Urban,Cool,2,Middle,7.46,48.03,67.3,1.95,4.86,4.54,24,63.5
6,2021-01-01,Urban,Cool,2,Middle,6.61,48.78,52.3,0.67,3.27,4.93,24,44.7
6,2021-02-01,Urban,Cool,2,Middle,9.48,49.66,44.0,0.14,3.84,2.69,24,36.5
6,2021-03-01,Urban,Cool,2,Middle,6.86,49.69,47.8,0.54,3.4,2.5,24,42.0
6,2021-04-01,Urban,Cool,2,Middle,6.39,48.07,50.2,0.56,6.19,2.98,24,49.4
6,2021-05-01,Urban,Cool,2,Middle,6.67,49.78,47.5,0.47,3.52,2.77,24,40.2
6,2021-06-01,Urban,Cool,2,Middle,5.87,47.98,48.2,0.42,6.24,2.44,24,46.6
6,2021-07-01,Urban,Cool,2,Middle,7.39,49.82,62.8,1.73,3.62,2.25,24,57.2
6,2021-08-01,Urban,Cool,2,Middle,6.66,50.42,62.5,1.61,3.55,3.74,24,47.4
6,2021-09-01,Urban,Cool,2,Middle,7.91,49.61,46.9,0.29,5.5,2.82,24,43.5
6,2021-10-01,Urban,Cool,2,Middle,6.78,47.49,50.5,0.61,6.29,2.17,24,44.5
6,2021-11-01,Urban,Cool,2,Middle,8.11,49.74,55.8,0.92,5.9,3.72,24,53.6
6,2021-12-01,Urban,Cool,2,Middle,7.61,50.57,53.0,0.63,5.15,4.52,24,49.8
6,2022-01-01,Urban,Cool,2,Middle,7.52,50.29,64.3,1.78,4.49,2.59,24,56.9
6,2022-02-01,Urban,Cool,2,Middle,8.76,50.48,56.6,0.97,6.35,3.08,24,59.5
6,2022-03-01,Urban,Cool,2,Middle,8.26,49.67,53.5,0.81,4.31,3.36,24,46.8
6,2022-04-01,Urban,Cool,2,Middle,9.86,50.72,66.6,1.9,3.7,3.7,24,56.8
6,2022-05-01,Urban,Cool,2,Middle,7.17,51.39,55.4,0.98,5.58,2.69,24,56.9
6,2022-06-01,Urban,Cool,2,Middle,7.56,50.99,46.2,0.28,5.28,2.56,24,38.3
6,2022-07-01,Urban,Cool,2,Middle,8.75,52.7,48.8,0.44,3.73,4.48,24,38.9
6,2022-08-01,Urban,Cool,2,Middle,6.27,50.52,52.5,0.75,6.19,3.1,24,50.3
6,2022-09-01,Urban,Cool,2,Middle,8.55,49.36,58.3,1.11,6.38,4.39,24,50.0
6,2022-10-01,Urban,Cool,2,Middle,7.85,50.62,48.9,0.44,6.5,2.75,24,49.4
6,2022-11-01,Urban,Cool,2,Middle,6.79,48.81,45.4,0.0,6.48,4.38,24,41.1
6,2022-12-01,Urban,Cool,2,Middle,6.41,50.13,53.4,0.92,4.4,2.28,24,49.8
6,2023-01-01,Urban,Cool,2,Middle,7.46,53.14,64.2,1.84,3.16,2.87,24,56.7
6,2023-02-01,Urban,Cool,2,Middle,6.17,52.23,55.1,0.94,4.87,4.28,24,49.2
6,2023-03-01,Urban,Cool,2,Middle,7.61,52.13,56.5,0.97,4.72,3.79,24,48.6
6,2023-04-01,Urban,Cool,2,Middle,8.5,53.27,61.7,1.66,3.68,2.09,24,59.6
6,2023-05-01,Urban,Cool,2,Middle,7.62,51.81,53.0,0.68,5.04,3.85,24,50.2
6,2023-06-01,Urban,Cool,2,Middle,9.11,52.88,43.9,0.1,3.14,3.65,24,54.2
6,2023-07-01,Urban,Cool,2,Middle,9.33,52.09,62.3,1.68,3.64,2.07,24,52.1
6,2023-08-01,Urban,Cool,2,Middle,9.02,52.27,57.2,1.22,4.12,2.52,24,52.1
6,2023-09-01,Urban,Cool,2,Middle,8.18,51.15,63.0,1.6,4.57,4.25,24,53.3
6,2023-10-01,Urban,Cool,2,Middle,6.14,51.66,61.2,1.35,5.26,4.79,24,58.5
6,2023-11-01,Urban,Cool,2,Middle,7.44,51.02,44.9,0.13,3.08,4.48,24,36.4
6,2023-12-01,Urban,Cool,2,Middle,7.89,51.93,52.4,0.69,3.12,4.88,24,48.5
6,2024-01-01,Urban,Cool,2,Middle,7.78,53.77,66.7,1.87,4.06,3.83,24,61.9
6,2024-02-01,Urban,Cool,2,Middle,8.39,52.72,68.2,1.89,6.54,4.22,24,60.9
6,2024-03-01,Urban,Cool,2,Middle,9.79,54.93,51.1,0.56,6.85,2.03,24,52.3
6,2024-04-01,Urban,Cool,2,Middle,7.18,53.69,66.5,1.98,4.25,3.02,24,64.6
6,2024-05-01,Urban,Cool,2,Middle,9.95,53.54,54.3,0.89,4.04,3.03,24,50.7
6,2024-06-01,Urban,Cool,2,Middle,9.21,54.04,43.7,0.12,3.37,2.49,24,37.8
6,2024-07-01,Urban,Cool,2,Middle,8.71,52.92,48.5,0.3,6.87,3.34,24,45.9
6,2024-08-01,Urban,Cool,2,Middle,7.93,53.61,61.4,1.32,6.0,4.26,24,49.8
6,2024-09-01,Urban,Cool,2,Middle,7.8,53.0,66.6,1.81,6.27,4.27,24,57.4
6,2024-10-01,Urban,Cool,2,Middle,7.2,54.59,56.3,0.8,6.54,4.69,24,59.6
6,2024-11-01,Urban,Cool,2,Middle,9.87,52.76,50.9,0.63,5.76,2.81,24,45.4
6,2024-12-01,Urban,Cool,2,Middle,9.73,53.54,54.7,0.86,6.32,2.36,24,46.9
7,2015-01-01,Urban,Cool,6,Middle,3.03,39.02,68.2,1.06,4.15,3.48,24,59.9
7,2015-02-01,Urban,Cool,6,Middle,4.12,39.61,60.2,0.33,3.47,3.64,24,65.6
7,2015-03-01,Urban,Cool,6,Middle,3.87,40.3,66.4,0.69,5.93,3.98,24,66.7
7,2015-04-01,Urban,Cool,6,Middle,3.05,39.79,72.6,1.31,6.59,3.2,24,77.0
7,2015-05-01,Urban,Cool,6,Middle,3.7,38.66,57.5,0.02,6.31,4.4,24,54.4
7,2015-06-01,Urban,Cool,6,Middle,4.02,39.54,59.0,0.24,6.92,2.64,24,70.7
7,2015-07-01,Urban,Cool,6,Middle,3.48,41.37,70.5,1.19,5.96,2.1,24,65.5
7,2015-08-01,Urban,Cool,6,Middle,4.75,39.59,61.0,0.35,5.27,2.89,24,60.7
7,2015-09-01,Urban,Cool,6,Middle,3.87,39.89,77.5,1.64,6.93,2.78,24,68.5
7,2015-10-01,Urban,Cool,6,Middle,2.93,39.2,56.8,0.1,3.21,4.08,24,51.3
7,2015-11-01,Urban,Cool,6,Middle,2.86,40.41,61.6,0.45,5.46,2.76,24,65.6
7,2015-12-01,Urban,Cool,6,Middle,4.48,40.08,75.6,1.64,4.91,3.05,24,70.5
7,2016-01-01,Urban,Cool,6,Middle,3.31,40.98,74.1,1.61,4.31,2.63,24,64.4
7,2016-02-01,Urban,Cool,6,Middle,4.75,40.59,76.3,1.68,3.88,3.14,24,60.3
7,2016-03-01,Urban,Cool,6,Middle,4.86,42.48,75.8,1.65,4.54,3.38,24,72.9
7,2016-04-01,Urban,Cool,6,Middle,3.7,40.38,67.9,1.06,3.13,3.43,24,65.6
7,2016-05-01,Urban,Cool,6,Middle,5.21,41.85,62.1,0.32,5.63,4.91,24,60.4
7,2016-06-01,Urban,Cool,6,Middle,3.13,39.99,66.5,0.84,3.47,3.84,24,63.6
7,2016-07-01,Urban,Cool,6,Middle,4.74,42.0,71.3,1.32,3.31,3.06,24,71.4
7,2016-08-01,Urban,Cool,6,Middle,4.47,42.18,75.8,1.63,5.45,3.12,24,71.9
7,2016-09-01,Urban,Cool,6,Middle,4.4,42.27,58.9,0.21,4.42,3.24,24,55.5
7,2016-10-01,Urban,Cool,6,Middle,3.56,41.39,64.9,0.79,3.73,2.47,24,62.8
7,2016-11-01,Urban,Cool,6,Middle,3.75,42.61,57.2,0.08,4.68,2.5,24,50.5
7,2016-12-01,Urban,Cool,6,Middle,5.8,43.12,70.1,1.0,5.93,4.87,24,70.2
7,2017-01-01,Urban,Cool,6,Middle,5.97,42.77,80.4,1.77,6.74,4.75,24,73.3
7,2017-02-01,Urban,Cool,6,Middle,5.59,42.68,75.3,1.5,5.13,4.03,24,79.1
7,2017-03-01,Urban,Cool,6,Middle,5.75,43.1,74.9,1.46,6.3,2.44,24,78.0
7,2017-04-01,Urban,Cool,6,Middle,5.68,42.67,67.4,0.86,4.52,4.75,24,65.6
7,2017-05-01,Urban,Cool,6,Middle,4.74,42.56,76.7,1.69,4.94,3.54,24,66.0
7,2017-06-01,Urban,Cool,6,Middle,5.04,42.62,56.6,0.08,4.09,2.02,24,58.4
7,2017-07-01,Urban,Cool,6,Middle,3.82,44.2,80.1,1.93,4.58,4.19,24,79.8
7,2017-08-01,Urban,Cool,6,Middle,4.93,43.54,79.7,1.89,4.6,4.35,24,77.7
7,2017-09-01,Urban,Cool,6,Middle,5.95,42.66,80.0,1.98,3.1,3.81,24,70.8
7,2017-10-01,Urban,Cool,6,Middle,4.47,41.28,78.3,1.88,3.72,3.87,24,74.7
7,2017-11-01,Urban,Cool,6,Middle,5.82,41.92,63.4,0.61,5.19,3.25,24,61.4
7,2017-12-01,Urban,Cool,6,Middle,5.07,43.35,74.8,1.51,6.59,2.25,24,68.8
7,2018-01-01,Urban,Cool,6,Middle,4.39,43.01,58.4,0.2,3.07,3.99,24,53.8
7,2018-02-01,Urban,Cool,6,Middle,4.61,44.71,58.7,0.05,6.34,4.92,24,57.4
7,2018-03-01,Urban,Cool,6,Middle,6.24,43.75,64.2,0.46,6.47,4.78,24,56.9
7,2018-04-01,Urban,Cool,6,Middle,5.94,44.56,57.0,0.06,5.33,2.03,24,62.4
7,2018-05-01,Urban,Cool,6,Middle,5.58,44.54,63.1,0.61,3.16,3.77,24,60.0
7,2018-06-01,Urban,Cool,6,Middle,5.28,44.58,64.0,0.55,5.84,2.81,24,65.3
7,2018-07-01,Urban,Cool,6,Middle,5.67,44.22,64.8,0.75,5.2,2.15,24,65.3
7,2018-08-01,Urban,Cool,6,Middle,6.2,44.2,63.0,0.45,3.9,4.45,24,62.3
7,2018-09-01,Urban,Cool,6,Middle,6.68,44.0,59.2,0.19,4.8,3.01,24,46.7
7,2018-10-01,Urban,Cool,6,Middle,6.72,44.84,64.2,0.67,4.58,3.59,24,61.0
7,2018-11-01,Urban,Cool,6,Middle,5.8,45.06,71.5,1.14,6.22,4.28,24,68.6
7,2018-12-01,Urban,Cool,6,Middle,5.36,43.65,64.9,0.72,4.63,4.04,24,60.4
7,2019-01-01,Urban,Cool,6,Middle,6.12,45.96,57.4,0.07,4.57,4.09,24,51.5
7,2019-02-01,Urban,Cool,6,Middle,6.42,46.14,78.5,1.77,6.58,2.89,24,79.8
7,2019-03-01,Urban,Cool,6,Middle,6.41,46.13,67.2,0.82,3.96,4.02,24,67.9
7,2019-04-01,Urban,Cool,6,Middle,7.05,46.12,66.1,0.79,3.63,4.21,24,64.9
7,2019-05-01,Urban,Cool,6,Middle,7.69,45.72,72.5,1.34,4.08,2.24,24,72.1
7,2019-06-01,Urban,Cool,6,Middle,5.84,46.2,77.5,1.73,4.16,3.4,24,80.2
7,2019-07-01,Urban,Cool,6,Middle,7.72,46.43,66.5,0.82,4.71,2.99,24,62.9
7,2019-08-01,Urban,Cool,6,Middle,6.94,46.1,81.0,1.87,5.76,4.47,24,79.4
7,2019-09-01,Urban,Cool,6,Middle,5.92,46.35,74.7,1.56,3.06,4.46,24,65.6
7,2019-10-01,Urban,Cool,6,Middle,7.2,46.69,75.3,1.53,4.01,4.6,24,68.2
7,2019-11-01,Urban,Cool,6,Middle,7.35,44.7,62.1,0.25,6.92,4.02,24,67.9
7,2019-12-01,Urban,Cool,6,Middle,5.63,46.66,72.1,1.19,5.41,4.05,24,65.2
7,2020-01-01,Urban,Cool,6,Middle,7.89,47.74,67.2,0.86,4.1,4.31,24,60.1
7,2020-02-01,Urban,Cool,6,Middle,7.36,46.72,71.4,1.25,5.99,2.66,24,73.1
7,2020-03-01,Urban,Cool,6,Middle,8.39,48.06,60.7,0.26,5.42,4.55,24,57.1
7,2020-04-01,Urban,Cool,6,Middle,6.16,47.22,69.2,0.96,6.72,3.0,24,74.0
7,2020-05-01,Urban,Cool,6,Middle,6.22,47.32,54.9,0.03,3.33,2.78,24,49.0
7,2020-06-01,Urban,Cool,6,Middle,4.88,47.14,69.2,1.1,3.7,2.89,24,73.0
7,2020-07-01,Urban,Cool,6,Middle,6.96,47.71,80.5,1.93,3.2,4.67,24,74.3
7,2020-08-01,Urban,Cool,6,Middle,6.8,46.95,57.7,0.14,3.36,3.8,24,66.9
7,2020-09-01,Urban,Cool,6,Middle,6.05,48.13,78.6,1.83,4.63,2.43,24,75.2
7,2020-10-01,Urban,Cool,6,Middle,6.43,47.4,75.9,1.4,6.6,4.38,24,66.9
